gene,median
FREM2,7687.5
MED10,1817.0
MED30,4028.0
RPP25,3529.5
TEAD2,2857.5
RPTOR,5032.0
SLU7,1845.0
ANLN,3420.0
GZMA,2793.5
XPO4,4512.5
GALE,2312.0
GOLGA3,3772.5
WAC,1657.5
SLC39A1,796.0
BBS10,3921.5
NCS1,3822.5
DNAL4,3601.5
GOLGA8A,5162.0
CD8A,4291.5
ALAS1,1652.5
GRAMD1B,7147.0
YTHDC1,4651.5
ZDHHC16,2670.0
RBBP4,2695.0
PPP2R5C,1723.0
SNED1,6396.5
KATNAL1,5818.0
CNKSR3,6005.5
AKT2,2614.5
PUS7L,5873.5
CLASP1,4208.0
SKIV2L,6609.5
ASPN,4399.0
ACTL6A,1365.0
FBXW7,5152.0
S100A8,2176.5
C11orf68,2177.0
IGF1,6163.5
DGAT1,3953.0
CYP1B1,4624.5
CCDC12,3639.0
MNDA,2717.5
N4BP2L1,4976.0
HCCS,3216.5
LZIC,2303.5
MAP3K5,5487.5
ARMC8,4525.0
BTBD10,3251.5
LRP1,2537.0
HILPDA,3979.5
EXOSC2,3165.5
SLC46A3,5553.5
OSBPL10,5695.5
RAB2A,843.0
LRP6,4617.0
COPG2,2523.5
TRIO,4560.0
LAGE3,3338.5
RPL6,75.5
LRPAP1,2750.0
CREB3L2,2615.5
GOLGA5,1887.0
RNF11,977.0
EFR3B,5998.0
GINS2,4116.0
CLEC2D,5161.0
PLS3,494.5
MTX3,5179.0
VPS52,6430.5
INPP4B,4151.0
AKAP11,3563.5
YIF1A,1575.0
PACS2,4708.0
NDRG3,2421.0
GPR37,5859.0
PTPN22,6268.0
ALDOC,3496.5
NELFB,2145.0
GNL2,1611.0
ZNF160,4748.0
CUL3,2931.5
AP1AR,2733.5
KMT2B,4873.0
C3AR1,2353.5
NOP16,3019.0
ZNF862,5952.0
CASP4,1646.0
ENTPD5,6036.0
ZNF736,6663.5
RBM14-RBM4,7693.0
TIMM17B,2162.5
ITGA7,5367.5
USP40,4883.5
TIMELESS,3782.5
ZSCAN9,4296.0
DLD,1102.5
ARL8A,1641.5
PIGG,4192.0
RCSD1,4060.0
HMGA1,641.0
RFK,2931.0
IL6ST,1388.5
TARBP2,3103.0
FHAD1,7581.0
CNPY3,1077.5
EEF1B2,76.5
PAWR,5719.0
PGPEP1,4699.5
CEP250,5118.5
DIAPH2,5778.5
C15orf40,5239.5
GGPS1,2718.5
TUSC3,3604.5
PLP1,336.0
S100A2,6856.0
PRMT2,2102.5
PGAP1,5856.0
DTWD1,4983.0
FAN1,5524.0
N4BP1,3938.0
ITPRIP,5467.0
IL18,4988.0
RPS15,49.0
NPL,2507.0
MGST2,1903.0
CD53,1411.5
NCF1,6669.0
RNF111,4472.5
ZC3H4,4997.5
EIF2B4,3441.5
NFX1,3654.0
PHB,395.5
BBS9,5651.5
FAM200A,4852.5
NPEPL1,4608.5
YWHAH,474.0
AKT3,2282.0
PHF11,4154.0
NUDT9,3374.0
EIF4E,4423.5
HEBP2,1935.0
PPP6R2,3206.5
CPO,7766.5
DDX23,1339.5
PBXIP1,1829.5
PDE6D,2814.0
MS4A4A,2519.0
ZW10,3975.0
SEC61G,287.5
HMGN5,5810.0
C1GALT1,4270.0
DUSP10,4459.0
BLOC1S1,4438.5
ANKMY2,3241.5
TERF2IP,989.5
MPDU1,1833.5
EPM2AIP1,4527.0
SCARF2,4955.75
ZNF267,4607.0
DDX60,5187.0
DDX59,3189.0
FANCA,6785.5
GIPC1,1126.0
STC1,6054.0
FBXO22,4618.5
FBXO8,3812.5
TMEM158,5553.5
MAF,2796.5
ACP5,490.5
SYNPO,4452.0
FGG,7822.0
NBPF8,7771.5
DDX19A,2992.0
MRFAP1,224.0
ITIH5,6437.5
ZSWIM8,3730.0
ZNF587B,6229.5
NAPEPLD,5306.0
CDKN2AIP,3412.0
SENP5,4185.0
DCP1A,4676.5
PPP2CB,874.0
EXT1,2714.5
GBP3,4341.0
LAMA2,6914.0
GAPVD1,4512.5
BBX,3625.5
PDIA4,580.0
ALDH18A1,1836.5
KAT2B,2853.5
PDCD10,1422.5
ETV3,5065.0
RANBP17,7185.0
FAM83D,6121.0
PHLDA3,1746.5
RIOK1,3184.0
PTPRK,5320.5
GPATCH8,3600.5
RYR2,7736.0
ATG4C,3713.0
MTF1,6111.5
SCNM1,7332.5
RASGRP2,7036.5
MPV17L2,4281.5
CCL18,1772.0
C1QA,128.0
PRKD2,4531.5
C9orf78,1863.5
TMEM186,4230.5
NUP98,2611.0
USP31,6381.5
PKIG,1453.0
MCRS1,2106.0
THAP7,2972.0
RRP1,2868.5
NOTCH3,4879.5
BUB1,4047.5
ATF1,3296.5
C1orf174,3947.5
BLZF1,3463.0
ABCA9,7086.0
TFAP2C,5544.5
MAST4,7015.0
PIP4K2C,2096.5
NME3,3003.0
KIAA1586,4966.5
ABHD4,3055.0
CCDC71L,3365.5
NOA1,3366.0
MED29,2510.0
PREB,1566.5
PRPF31,2612.5
MAP1B,5432.5
FXR2,2976.0
SETD5,2990.0
ZNF146,1296.5
SMAD2,3645.5
DNAJC25,4260.0
DCAF10,5128.5
RNPC3,6330.0
CEP170B,5000.5
TRAF5,3283.5
PERP,2537.5
MAN1C1,5374.5
NPC2,132.0
COQ4,3448.5
C20orf96,5501.5
ABCB6,4403.0
TCF20,4058.5
ATP11B,3256.5
VKORC1,2709.0
PDS5B,4964.0
SCIMP,6275.5
ZNF33A,4479.0
UGDH,2519.0
SPIB,7461.0
REN,7884.0
RABIF,3885.0
SLCO3A1,5845.0
GLG1,2241.0
EIF2AK2,3532.0
OLFML2B,3389.5
GPC4,5922.5
PPIB,453.0
CMTM4,5748.0
BPNT1,2706.5
ZNF581,3374.0
OTULIN,5099.5
YIPF5,1826.5
CARD11,6788.5
LIMS1,2554.0
CYCS,990.5
SNTB2,4651.5
UGGT1,3498.5
ZNF814,6839.0
PIGU,3269.0
QPRT,2183.5
ALOX5,4824.5
FLYWCH1,4581.5
CASP3,2032.5
CD19,7513.5
TMEM184B,2938.5
SHANK3,6091.0
PHACTR4,4389.0
DNAJC15,2432.0
PLVAP,1956.0
CAST,1405.0
DTL,4763.5
PLBD1,3025.5
TRIP10,2731.0
PRKD1,4761.5
MED13L,3341.0
CCDC144A,7819.5
NKIRAS1,4342.0
MAP4,1655.5
BCL7C,2204.5
EPB41L3,2719.0
BIN2,5043.0
ATP8B4,7011.5
PPP1R7,1220.5
RFX7,5111.5
USP48,2401.0
ERLIN1,2317.0
RALGPS2,4238.5
NDST1,2757.0
GMPR2,1809.5
CD79A,6175.5
CHST14,3498.0
PHKA2,5477.5
RNF130,668.0
SLC1A4,3775.5
KIAA1217,6357.5
PLD6,5968.0
TRPS1,6275.5
TLK1,3927.5
DCTN3,1209.0
DYSF,5855.0
NOL9,5729.0
KANK1,3617.0
DOK4,4818.0
ERCC5,7498.0
MYLIP,2064.0
COPZ1,391.0
TXNDC12,1724.0
TMSB15A,6119.0
IGFBP3,848.5
NF2,4789.0
MCTP1,5673.0
CHPT1,2502.0
SH3BGRL3,190.5
POLR3K,2046.5
BANP,6138.0
RRM2B,2402.5
ABT1,2546.0
ANXA6,681.5
SRP14,150.5
EIF4G3,2801.5
ZNF302,3138.5
MIR34A,7823.25
SAMD1,3274.5
SNX17,831.0
CBY1,2540.5
HIBADH,1334.0
OPA1,2681.5
GTF2A1,3184.0
CCDC66,6029.5
RFFL,7159.5
NEDD4L,3641.0
UQCRB,869.5
SERPINF1,172.5
MRPS36,2441.5
CDC42BPA,3861.5
NBPF1,5439.5
RBM22,2078.5
C1orf21,3816.0
ESF1,3256.0
TSC2,4044.0
SCAF11,2903.0
IL10RB,2191.0
ACOT7,1341.5
KEAP1,2072.0
CNPPD1,1239.5
EIF2B5,2208.0
BLOC1S4,4005.0
CD72,6291.5
OTUD4,3378.5
RNF2,3245.0
WNK1,1919.5
HSPB11,3542.5
ENTPD4,3097.0
BUD31,1723.0
TUSC2,2380.5
FAM162A,1553.5
SLC30A7,4242.0
NCOA2,4603.5
SLC25A26,6064.0
TSN,998.5
AVPI1,2960.0
SLC37A2,5001.5
GALNS,4403.5
FAR2,3808.5
HIPK3,2460.5
AFM,7929.0
KHNYN,3141.5
RBL2,2306.5
SMIM19,2046.5
NRROS,3786.0
NEU3,5591.5
FAM193B,4763.5
MLLT11,5715.5
TSEN2,6311.0
SLC25A33,3977.0
MON1B,3888.0
PBX2,6136.5
PTEN,2138.0
CTSK,238.5
SMO,4576.0
UNC13D,6368.5
UPP1,2006.0
HBS1L,4804.0
RNF217,6835.5
PLA2G2D,6367.0
MED13,3473.0
EHBP1,3585.0
FNBP1,3236.5
PYCARD,1663.5
POLR3H,4358.5
SYK,4058.0
GFM2,3045.0
TECPR2,5692.5
NCOA6,4454.0
IFITM3,52.0
SMARCD2,1278.0
FCRL2,7733.5
UBAC1,2509.5
KATNA1,3911.0
ANK3,7663.5
PCTP,3457.5
METRNL,2798.0
ZNF598,4431.5
DPYSL4,6807.5
AVEN,4026.5
CP,7140.0
SBNO1,4274.0
LRRC8B,5504.0
TMEM128,4057.75
UBE2Q1,1220.0
TRAPPC8,3586.0
TTLL5,5680.5
USP9X,2555.0
DLGAP5,4721.0
XRRA1,6623.5
MFAP3,3021.0
ZNF507,5517.0
MZF1,6460.0
USP51,6065.0
FOXK2,3680.5
CNN3,404.5
SRP54,1281.0
OXSM,4018.5
ARHGEF6,4000.0
BAK1,2847.0
INTS12,3008.0
MIR663A,7931.0
B3GNT2,1736.0
ARHGAP35,3304.5
COL12A1,4055.0
TMEM185B,3846.0
VPS16,3331.0
CDK5RAP2,4233.5
SOX10,434.5
NEDD8,3044.0
SUGT1,2129.5
PRPF6,1186.0
COLEC12,4258.0
KIFC3,3825.5
SFXN5,6837.5
IKBKB,3300.0
RPUSD4,3556.5
ZNF789,5847.0
MMP11,4359.0
FZD7,4514.5
FUCA1,1138.0
TFPI,5219.0
DNAJA2,1554.0
HELLS,6054.5
RAD51AP1,5100.0
SLC25A24,2221.0
CNOT1,1927.0
PCM1,2518.5
PELO,3896.5
YAE1,2970.5
TM2D1,1691.5
VTA1,2341.0
TRAPPC6B,3480.5
FAM174B,4217.0
RPN1,305.5
SLC9A8,5265.5
SERPINH1,816.5
ELP4,4501.0
SFSWAP,4185.0
GOLPH3,971.0
ARFGAP3,1529.5
GIMAP7,2562.5
RAVER2,5105.0
DAP,756.0
GGA3,3599.0
PARS2,5888.0
PPP5C,2395.0
C3orf38,2927.5
TCL1A,7541.5
TIAL1,2629.0
TPMT,2169.0
RMDN1,2268.5
ZBED6,6118.5
SPATA5,6581.0
ING5,5892.0
GSDMB,6738.5
BTN3A1,2193.5
PASK,6525.5
LRP3,5835.5
MSH6,2366.0
PRDX2,495.0
TMEM115,2140.5
RNASEH1,3213.5
EEF1E1,3662.0
YIPF1,2432.0
ZBTB44,4916.5
PLEK2,6247.0
SREBF1,2985.0
FBRSL1,5280.0
MYO1E,2674.0
HPDL,6580.5
SPICE1,6589.0
TIPIN,4786.5
IRAK3,6517.0
KLF5,6331.5
DHPS,1647.5
HIRA,3635.0
DHX32,3738.0
PPP3R1,1130.0
GFOD2,5629.5
KANSL1L,6298.0
SKA3,5508.0
CCL4,3681.5
NCOA5,2829.5
TAOK2,4255.0
EIF4E2,2184.5
SORBS2,6581.5
TRIM25,2597.0
NOX4,6708.0
RPL35,25.0
NUDT12,5033.0
PPIL2,3809.5
RCC1,3172.5
SIN3A,4109.5
CHD8,3558.5
POLR1A,4386.5
WASL,1480.5
PHACTR1,5333.5
RHOG,1181.0
DTX1,7230.0
MAPK8IP2,6831.0
TRAF4,2099.0
TRAPPC6A,2491.5
MAPKBP1,5484.5
MAPKAP1,2378.0
CD5,6679.5
ARHGEF40,3411.0
POLB,1970.5
THAP11,2516.5
CHMP1A,2188.0
TPRG1L,1663.5
NPAT,4811.5
STK39,3743.0
MED14,3749.5
CCDC86,3226.5
LIMK2,4021.0
HCLS1,1693.5
ZWILCH,4198.0
UBE2D1,3144.0
IL21,7863.0
STK4,2852.0
MAPRE1,515.0
GSPT2,4937.5
RGL2,6026.0
TLR10,7444.5
RRAS,2224.0
SPRY2,1315.0
SOX8,5725.5
CTBS,3310.5
ABCC9,6878.0
PLOD1,590.0
RAN,161.0
PLOD3,450.0
NOSIP,2629.5
SPI1,3619.5
PRICKLE2,6548.5
DPT,3592.5
PLSCR1,1714.0
FAM135A,6407.5
RRN3,2330.0
MVB12B,6267.5
WWC2,5580.0
WDR5,2912.5
PVR,4119.0
ANXA11,1287.0
DBR1,4011.0
WDR3,2341.0
DOK3,5653.0
SDHC,1385.0
ESM1,5983.0
CNTLN,6577.0
CBFA2T2,5378.5
KIF4A,5098.5
TOMM5,4020.5
LDB1,1673.0
INPP1,3607.0
GXYLT2,6388.5
TPCN2,5097.5
TPI1,95.5
EID1,257.0
MPZ,6466.0
BTN2A2,3323.0
SRRM1,2205.0
RASD1,6581.5
ZFP36,1773.5
SPON1,5418.5
RABGAP1,3921.0
PPDPF,629.5
TCERG1L,7845.75
DCAF5,3801.0
STK25,3736.0
DCPS,2620.0
BNIP1,4466.0
ATXN7L1,6399.5
TOE1,4821.0
SMOX,4773.0
RAP2C,3514.0
APOC1,227.0
KAT6B,5693.5
SLC39A6,627.0
SMARCD3,3832.0
PARP4,1889.0
PALM,6185.0
FGD4,4726.5
MKNK2,2363.5
CASP8AP2,5418.0
CTBP1,2280.0
OGG1,5152.0
BCL2L2,2934.0
RAB12,1650.5
HAMP,6578.5
TRAPPC12,3535.0
CENPC,5124.0
ABHD17B,4002.0
IMPDH2,388.5
MSMO1,2655.5
NSMF,3339.0
CCT3,188.0
MMP24,7591.5
BCL6,3666.5
NIPA2,1294.0
CEBPG,2847.5
ZNF827,6157.5
GYPC,628.5
NOL4L,5143.0
PNMA2,6318.5
DOCK7,3264.5
DUSP22,2314.0
SPATS2L,3102.0
TULP3,3598.0
ECSIT,3213.0
RPL22L1,2253.0
STT3A,927.0
ORAI3,3142.5
CHORDC1,3789.5
BTN3A2,1721.0
FAM118A,4893.0
TANGO6,5622.5
LTBR,1191.5
UBE4A,2820.0
TMEM38B,4549.0
PSEN2,2140.0
POLR3D,2661.0
CWC22,3939.5
UBE2V2,1255.5
KLHL12,2170.5
EFEMP1,2957.0
GSK3A,2463.0
SRGAP2,3767.5
CCDC141,7806.5
SLAMF6,6508.5
PFKFB2,4274.0
SP3,2282.5
ZNF783,5961.5
HECA,3794.0
SMYD5,3027.0
SLX4IP,6746.0
PRIM1,4075.0
TANC1,3773.5
ARMC6,3713.0
ATAD3A,4317.5
ABHD10,2814.0
ASPH,2227.5
SLC1A5,1545.5
MTAP,4348.5
PRKAG2,6000.5
NXN,5131.5
DNAAF2,5046.0
ANKRD26,6423.5
RFC3,3843.5
INPP5K,3143.5
EPHB3,6491.0
SF3A3,1228.5
BCR,5495.5
PNPLA4,5041.5
TREM2,3496.5
KAT6A,3866.0
DDX49,3063.5
HTRA1,1108.5
TSC22D2,4793.5
USF1,1655.0
LTB,7324.5
SIN3B,4553.5
MAP3K11,2102.5
FAM120C,6603.0
CORO1B,1304.5
CXCR5,7619.0
MLLT10,4070.5
CDYL,2991.5
TRIM28,600.0
HSF2,4479.5
PDCL,3515.75
PSMB9,5238.5
MFHAS1,4897.5
MRPS28,4051.5
ARL14,7907.75
ZNF16,5440.5
ABCF3,2121.0
WDTC1,3154.0
C4orf33,4530.0
POP1,5936.5
ASPRV1,7259.75
TYK2,2727.0
UBA6,4001.0
RAB22A,3939.5
STK17A,3865.5
RNF168,5386.0
PER3,5420.5
RALGAPB,3440.5
GNB2,618.0
WDR53,4663.5
LMNB1,2705.0
XAB2,2717.5
TJP1,3096.5
ELP6,2765.0
SCAND1,3410.0
NAPRT,2707.0
GGA1,2613.5
SPC25,4818.5
SUGP2,3189.5
FKBP15,3222.0
UNKL,6412.0
LYSMD1,5089.5
ZNF121,5900.5
B3GAT3,2039.0
ALDH3B1,5953.0
BRCC3,3431.0
CCNT1,3955.0
TBC1D9,4497.0
DTD2,4315.5
UNC45A,2461.5
TNFSF9,6025.5
SLC4A7,4322.0
IGFBP6,4814.5
PRMT7,4353.0
SMAD4,3949.0
TROAP,4986.0
GEM,3623.0
RAC2,2118.5
HPS3,3907.0
VGLL4,3610.5
NANOS1,5386.0
GPATCH11,3882.5
SIRPG,6628.5
RMND5B,4567.0
DDX27,1894.5
POC1B,5123.0
HSPH1,837.5
MINPP1,3988.0
RPL41,13.0
KMO,6931.5
AGPAT3,2771.0
BAIAP2L2,6222.5
SMARCE1,1152.5
SULF1,2942.0
NECAB3,4788.5
FAM220A,3378.5
HOXB2,5021.0
FOCAD,5382.0
ADRA2C,7009.0
CDCA7,4562.5
CDC42SE1,952.0
ALS2,5140.5
ATG12,3449.5
ATF6,3351.0
NTMT1,3597.5
SUMO3,595.5
PGAM1,1680.5
SYPL1,521.0
SUPV3L1,3627.0
NCSTN,769.5
CCDC7,7591.5
SLC15A3,2577.5
PSMD2,582.5
FAM219B,2801.0
FBXO42,5123.5
TTC31,4243.5
KREMEN1,3998.0
CAPN7,3459.0
SACS,5491.0
KIAA1755,7057.0
ST8SIA1,6725.5
HSD17B14,3512.0
SEMA4A,5423.5
TEAD4,4562.5
CNOT4,4601.5
SLC39A14,2571.0
SCCPDH,1627.5
BLOC1S2,2295.0
CERS5,3286.0
EMC9,4278.5
RP2,3606.0
ETV4,2243.5
NUMA1,1789.5
ITSN1,4900.5
OAF,2562.0
ADI1,1286.5
MYL9,940.5
TBX2,4076.5
TMX1,1772.5
PLA2G4A,4383.0
DOCK1,4167.0
SOX4,2196.0
PLEKHA2,1947.0
YTHDF1,1922.0
PIR,3292.0
NRXN3,7735.0
PSMB1,922.5
SAP30L,4574.0
C1QB,98.5
PCED1B,6236.0
SF3B3,2653.0
EXO1,5555.0
CHIC2,3816.0
LRRC1,5342.0
CYP27A1,617.0
GPR34,3748.5
THUMPD2,5019.0
PABPC3,7436.0
TNFRSF12A,4190.5
INF2,2981.0
CLSTN3,4870.0
FMN1,2945.5
SPPL2B,5129.0
PDAP1,1038.0
LGI3,7005.0
CDC23,3042.0
ABHD17C,4052.0
PHAX,3095.0
ST6GALNAC2,1667.5
TMEM45A,5120.0
TLN2,6684.0
N4BP2,6211.0
SLC2A4RG,4022.0
EIF5A,255.5
CKAP2,3173.5
NT5C3A,1747.5
FGFBP2,6589.0
SGPL1,3248.0
C12orf43,4646.0
RALY,1626.0
CLK4,5008.5
TPD52L2,761.5
KIF22,2686.5
B4GALT2,2530.5
ZNF496,4946.0
SNX27,3913.0
OAS2,2859.0
HMMR,4773.0
NUDT14,4735.5
YIF1B,3421.5
CCM2,2761.5
UBA2,590.5
FCHSD1,5450.5
PAICS,734.0
GNB5,5076.5
RPP25L,3305.5
NTHL1,3872.0
SIGIRR,4227.5
RPP38,4084.5
PTCH1,6971.0
SEMA6A,4222.5
UBE3B,4264.0
SLC22A18,4147.0
CROCC,6580.0
CSNK1G1,5603.0
NDC80,4630.0
DAAM1,4866.5
WDR11,2762.0
MAP3K14,5451.5
GSTM4,3227.5
EZH1,3944.0
NCAPG,4930.5
HEATR5B,4648.5
OGFOD1,2407.5
SLC25A15,4857.5
TRIP6,1605.5
RPAP2,5253.5
BRCA2,6964.0
CAPN3,1096.5
YARS2,4031.5
TLR7,6158.0
GPRASP1,6894.5
MAN2A2,2750.0
HIGD1A,1271.5
EIF3D,246.0
MRPL13,1249.5
ZSCAN26,4257.0
ATP6AP2,280.5
MTMR9,5657.5
PAX3,2759.0
BTF3,109.5
WDR6,2314.5
HSH2D,6934.5
SLC40A1,1240.5
NRDE2,5433.5
IFI27L1,3082.0
KNTC1,5187.5
CYBA,1671.5
NUCB2,1999.0
SLC12A2,5613.5
PIEZO2,7123.5
NDUFA10,3431.5
TRIP11,4616.0
URI1,1556.5
NUDT16L1,4003.5
LPL,4833.0
EVA1A,3534.5
HSPD1,195.0
RHOBTB2,4817.0
TRAPPC10,3793.5
SON,1307.0
TMEM106A,5414.5
AGL,5125.5
TMED7,1258.5
ZDHHC14,5152.5
ZBTB38,2850.5
RUFY2,6216.0
CPN1,6020.0
VAV3,5732.0
PIGS,2459.5
KRI1,3305.0
OXR1,3087.0
SLC27A1,4448.5
BBIP1,5545.5
CD151,480.5
RNF220,2720.0
SYF2,2241.0
CHTOP,2473.5
RP9,3608.0
LAX1,7083.5
ACTR1B,1775.0
ELL2,4325.0
CHURC1,2137.0
TIGIT,6074.0
PCED1A,2850.5
ACOT11,7460.0
CD3E,3933.0
SLC25A17,2795.5
CCNL2,1862.5
HOXD8,4982.5
IGF2R,1633.0
ABCF2,1932.5
ZNF81,6852.5
CMKLR1,4436.0
DDIT4,1139.5
TAGLN,1642.5
FBXO11,2241.5
OXA1L,671.0
RBBP6,3654.0
COQ9,2855.0
IL15,6879.0
HCST,1955.0
KCNK2,6652.5
MFSD1,951.5
FZD5,6566.5
ARNTL,5989.0
BTBD1,929.0
SKAP1,6349.5
ANKRD17,2750.0
IRX2,7353.5
CARM1,2147.5
RBM4B,4363.0
HSPA5,181.5
E2F4,1735.5
COL4A2,1307.5
THOC2,3386.0
MAK,7645.5
MFNG,5500.5
TYMP,1385.5
BACH2,7327.0
ATP6V0D2,7227.0
IFT22,4677.0
DAPK3,3341.0
IFIT1,4612.0
PAN3,3577.0
CD14,709.5
PTBP3,2459.0
GMIP,4688.0
BCAS4,6859.0
MNT,4777.5
RTN4RL1,7188.0
C12orf29,4463.5
GALM,3100.5
LYST,2746.5
RBM26,3944.5
CPS1,6552.0
SLC19A2,2190.0
ATP10D,5195.0
TMEM245,2782.0
REPS1,4208.0
ISLR,3335.0
DUS3L,3817.0
TIAM2,7149.0
SIRT7,4237.0
DERL1,2422.5
SAP18,785.0
FBXW2,3336.0
TMEM161B,4060.5
DDX56,1764.0
ERV3-1,6541.0
SLC4A1AP,3231.5
DSE,5112.0
PEX19,1976.5
VTI1B,1598.0
NFKBIA,939.0
TSC1,5122.5
TWIST2,7202.5
FAT4,7412.5
PPIL3,3030.0
LRRC28,4726.5
GLRX5,1453.5
ZNF148,4504.5
ZKSCAN8,3952.5
DNAJC5,2483.5
SYDE1,3974.5
CD69,6470.5
PLEKHG2,5996.5
DHX16,6619.0
ABCB10,3438.0
RTP4,2801.0
SENP6,3102.5
ABCF1,5351.5
SH3BGRL,347.5
ZNF354A,4691.0
SPAG5,4558.0
KAT2A,2207.5
MEF2A,2724.0
MEIS2,6025.5
S100A10,204.5
CASK,5515.0
MIA2,5070.0
TSFM,3331.5
MIR100HG,6387.0
APEH,1185.0
OGFRL1,3403.5
MORC4,5198.5
LBH,3552.0
CENPK,4854.0
CAPZA2,443.0
SGTA,1733.5
PSMB8,4589.5
RNF126,4265.5
HJURP,4751.5
TRMU,4372.5
PTRHD1,2098.5
THEMIS,7192.5
NKIRAS2,2262.5
LRCH4,3523.0
MITF,575.0
DTNB,6035.0
DYRK2,3692.0
TMCO1,1426.5
ERGIC3,666.5
GABARAPL2,422.5
KIAA0513,6298.5
TNXB,7823.0
UNC119B,2959.5
PANK4,4224.5
HTRA2,4099.0
TRIM33,4062.0
RWDD2A,5148.0
BCAR1,4946.0
LCK,5394.0
HSPA4,813.5
ZHX3,5718.5
TRAF6,5739.5
USP4,2809.5
AAGAB,2302.5
NIPA1,5044.5
MAGEA12,6934.0
EFNB1,4743.0
CLPTM1,1076.5
NUDT19,3978.5
GMFG,1742.0
ZAP70,6435.5
KLHL5,4668.5
UHRF1BP1,4836.0
DNAJC16,5421.0
GSTZ1,4143.5
CLEC7A,4367.0
SHROOM4,6720.5
ZC3H14,3168.0
KANSL3,3397.0
HSPA4L,6128.0
ACAD11,5057.5
GOLPH3L,3238.5
NFAM1,6139.5
NDC1,3476.5
ZNF562,4772.0
FOXF2,6020.0
FHIT,6328.5
PSMA2,3672.0
ATF6B,5103.0
VDAC3,646.0
KLHL17,6359.0
ANXA3,6989.5
EIF3J,1184.5
E4F1,5446.0
TPRA1,2812.0
TMEM184C,2594.5
ZDHHC20,2248.0
FUZ,4523.0
ZNF92,4693.5
HDAC4,5671.0
TACC1,2172.0
TYSND1,5522.5
SNX16,5238.0
GSTP1,147.5
CASP6,4246.5
BASP1,2937.5
NT5C,2721.0
ILK,696.5
STX2,3877.5
ORAI1,2646.5
SIDT1,7289.5
OLR1,6415.0
PCIF1,2450.0
SCFD1,1777.0
ZNF350,4773.0
TCTA,2209.0
LMTK2,5304.5
FADS1,2891.5
PRPS2,2109.0
RAB11FIP4,6518.0
RALA,1454.5
GEMIN7,4102.0
FAM210B,355.5
PCOLCE,1719.0
OLIG1,7566.0
PHRF1,4486.0
SH3GL1,1997.0
CNOT8,1753.0
GSDMD,3131.5
ZNF503,5423.5
SAR1B,3581.0
C1orf52,4333.0
GOSR1,3639.5
ANKRD54,2869.0
UBE3C,2221.5
RGS10,1326.0
FOXO4,4261.5
PLIN3,1632.5
KIF11,4435.5
PTPN13,5186.0
RNF103,4772.5
RAB1B,504.0
ZEB2,2215.0
BLK,7650.0
AIG1,4945.5
TTC39A,7073.0
ZDHHC9,3513.5
CCDC82,3412.5
SLC38A6,4258.5
FOSL2,3877.0
CCNE1,5518.0
HOXC9,5633.5
FAM13B,3231.5
IDS,1721.5
C2orf49,3419.0
TIMM44,2925.0
EVI2A,3514.5
TFIP11,2501.0
CPNE1,1169.5
CCR1,2854.0
ELAC2,2738.5
CHCHD5,6098.5
CPSF3,2464.5
DNAJB14,4137.0
KAZN,5148.0
CACUL1,3693.5
HUWE1,2316.0
SUPT6H,2162.0
SNRPN,2591.5
SCAI,7005.5
PARD6G,5308.5
HDHD2,2238.5
C9orf72,5269.5
MSRB2,3270.5
SLC25A45,6416.0
TIMM50,2012.5
RAB3D,5061.0
PRRC2C,1823.0
LRRC40,3975.5
BBS1,4984.5
RAD51D,5952.5
DOK5,6648.5
XPO6,1944.5
NDUFA13,5080.0
GTF2H3,3326.5
MGP,647.5
SNX6,1121.0
ROCK1,2600.0
POLR3E,4710.5
WDR90,6547.5
ACAP2,2847.0
SUV39H2,5030.5
PGS1,4485.5
MRPS5,2047.0
PPP1R8,1983.0
PNISR,2387.0
ETV5,707.0
THG1L,4058.5
CCND1,453.5
TUBB3,4557.5
FKBP11,2546.5
MAGT1,1115.5
SNCA,1212.5
ATOX1,316.5
PSMC1,1463.5
RBM10,2511.5
MTIF2,2573.5
HSD17B12,1525.5
PLN,6306.5
EYA3,4365.0
ENO2,2753.0
STAT3,1089.5
VEGFA,3714.5
PBX3,4797.0
PAGR1,4412.5
TSTD2,6113.5
ACP1,1124.5
SLC25A23,2914.0
CSTB,157.5
IARS2,699.0
HSDL2,2869.5
FDXR,4898.0
ABCC10,5535.5
SOCS6,2972.0
MVB12A,2679.5
ZNF226,5498.5
ITM2A,2819.0
SETMAR,5014.0
ANKRD49,4476.5
IDH3A,1794.5
LRRCC1,5278.0
C9orf40,5455.0
RCN1,844.5
PCBP1,160.0
IDI2,5914.0
TRO,5618.0
RFTN1,3635.0
PPP1R37,3486.5
FURIN,1949.0
UBE2L3,1668.0
COPS2,1469.5
LGMN,289.5
MED9,3993.0
GRAMD4,3644.0
ZNF34,6096.0
HDAC6,4437.5
BNIP2,1512.0
ZNF669,5499.5
FRAT2,4168.0
TBCK,4878.0
SPRY1,3110.0
DTX4,5826.0
EXOC3,2279.0
ARFGAP1,2226.0
LHFPL3,7281.0
ADAMTS9,6926.5
MIDN,2728.0
CDC5L,2771.5
COPS3,1629.0
CHPF,1786.5
RXRB,6330.5
RHOF,7782.5
SLC31A2,2916.5
SH3PXD2A,3477.5
SLC18B1,2125.5
ULK4,6930.0
CD180,5828.0
GK,5150.0
CFD,3919.5
AGPAT1,6268.5
USP37,5924.0
